#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
chr6	125191327	125192170	chr6:125191327-125192170	.	.	125191327	125192170	0	1	843	125191326	ZNF143 related (N=27801)
chr14	99298473	99299541	chr14:99298473-99299541	.	.	99298473	99299541	0	1	1068	99298464	ZNF143 related (N=27801)
chr3	108415105	108415374	chr3:108415105-108415374	.	.	108415105	108415374	0	1	269	108415104	ZNF143 related (N=27801)
chr10	82698800	82699864	chr10:82698800-82699864	.	.	82698800	82699864	0	1	1064	82698792	ZNF143 related (N=27801)
chr8	72474551	72475573	chr8:72474551-72475573	.	.	72474551	72475573	0	1	1022	72474544	ZNF143 related (N=27801)
chr11	19919944	19920732	chr11:19919944-19920732	.	.	19919944	19920732	0	1	788	19919943	ZNF143 related (N=27801)
chr4	40142539	40143584	chr4:40142539-40143584	.	.	40142539	40143584	0	1	1045	40142535	ZNF143 related (N=27801)
chr4	117155616	117156301	chr4:117155616-117156301	.	.	117155616	117156301	0	1	685	117155615	ZNF143 related (N=27801)
chr1	74803040	74803703	chr1:74803040-74803703	.	.	74803040	74803703	0	1	663	74803033	ZNF143 related (N=27801)
chr18	67932923	67933943	chr18:67932923-67933943	.	.	67932923	67933943	0	1	1020	67932917	ZNF143 related (N=27801)
chr13	107022543	107022859	chr13:107022543-107022859	.	.	107022543	107022859	0	1	316	107022542	ZNF143 related (N=27801)
chr2	31484234	31484514	chr2:31484234-31484514	.	.	31484234	31484514	0	1	280	31484231	ZNF143 related (N=27801)
chr2	39007912	39008657	chr2:39007912-39008657	.	.	39007912	39008657	0	1	745	39007909	ZNF143 related (N=27801)
chr6	82917650	82918115	chr6:82917650-82918115	.	.	82917650	82918115	0	1	465	82917642	ZNF143 related (N=27801)
chr11	53478362	53479475	chr11:53478362-53479475	.	.	53478362	53479475	0	1	1113	53478357	ZNF143 related (N=27801)
chrX	101954203	101954583	chrX:101954203-101954583	.	.	101954203	101954583	0	1	380	101954202	ZNF143 related (N=27801)
chr8	106059681	106060326	chr8:106059681-106060326	.	.	106059681	106060326	0	1	645	106059680	ZNF143 related (N=27801)
chr7	68369285	68369531	chr7:68369285-68369531	.	.	68369285	68369531	0	1	246	68369279	ZNF143 related (N=27801)
chr11	69408077	69408331	chr11:69408077-69408331	.	.	69408077	69408331	0	1	254	69408071	ZNF143 related (N=27801)
chr8	13159233	13159881	chr8:13159233-13159881	.	.	13159233	13159881	0	1	648	13159232	ZNF143 related (N=27801)
chr3	38887434	38887918	chr3:38887434-38887918	.	.	38887434	38887918	0	1	484	38887431	ZNF143 related (N=27801)
chr9	98563402	98564113	chr9:98563402-98564113	.	.	98563402	98564113	0	1	711	98563393	ZNF143 related (N=27801)
chr2	130667539	130667847	chr2:130667539-130667847	.	.	130667539	130667847	0	1	308	130667538	ZNF143 related (N=27801)
chr9	95857615	95858356	chr9:95857615-95858356	.	.	95857615	95858356	0	1	741	95857606	ZNF143 related (N=27801)
chr9	22467640	22468346	chr9:22467640-22468346	.	.	22467640	22468346	0	1	706	22467638	ZNF143 related (N=27801)
chr2	112265579	112266245	chr2:112265579-112266245	.	.	112265579	112266245	0	1	666	112265578	ZNF143 related (N=27801)
chr9	47529668	47530410	chr9:47529668-47530410	.	.	47529668	47530410	0	1	742	47529664	ZNF143 related (N=27801)
chr8	119394642	119395528	chr8:119394642-119395528	.	.	119394642	119395528	0	1	886	119394641	ZNF143 related (N=27801)
chr11	77492965	77493341	chr11:77492965-77493341	.	.	77492965	77493341	0	1	376	77492958	ZNF143 related (N=27801)
chr2	32488744	32489066	chr2:32488744-32489066	.	.	32488744	32489066	0	1	322	32488741	ZNF143 related (N=27801)
chr12	110889179	110889649	chr12:110889179-110889649	.	.	110889179	110889649	0	1	470	110889178	ZNF143 related (N=27801)
chr10	62601962	62602732	chr10:62601962-62602732	.	.	62601962	62602732	0	1	770	62601956	ZNF143 related (N=27801)
chr11	51289522	51290352	chr11:51289522-51290352	.	.	51289522	51290352	0	1	830	51289517	ZNF143 related (N=27801)
chr10	79739231	79739815	chr10:79739231-79739815	.	.	79739231	79739815	0	1	584	79739224	ZNF143 related (N=27801)
chr3	106721681	106722436	chr3:106721681-106722436	.	.	106721681	106722436	0	1	755	106721680	ZNF143 related (N=27801)
chr17	28013181	28013603	chr17:28013181-28013603	.	.	28013181	28013603	0	1	422	28013179	ZNF143 related (N=27801)
chr2	91065494	91066132	chr2:91065494-91066132	.	.	91065494	91066132	0	1	638	91065485	ZNF143 related (N=27801)
chr7	19506978	19507604	chr7:19506978-19507604	.	.	19506978	19507604	0	1	626	19506977	ZNF143 related (N=27801)
chr10	79883731	79884066	chr10:79883731-79884066	.	.	79883731	79884066	0	1	335	79883724	ZNF143 related (N=27801)
chr1	133181656	133181876	chr1:133181656-133181876	.	.	133181656	133181876	0	1	220	133181655	ZNF143 related (N=27801)
chr4	44072259	44073066	chr4:44072259-44073066	.	.	44072259	44073066	0	1	807	44072255	ZNF143 related (N=27801)
chr7	44246243	44247037	chr7:44246243-44247037	.	.	44246243	44247037	0	1	794	44246239	ZNF143 related (N=27801)
chr4	130264743	130265226	chr4:130264743-130265226	.	.	130264743	130265226	0	1	483	130264742	ZNF143 related (N=27801)
chr8	122611846	122612074	chr8:122611846-122612074	.	.	122611846	122612074	0	1	228	122611845	ZNF143 related (N=27801)
chr8	120539457	120539870	chr8:120539457-120539870	.	.	120539457	120539870	0	1	413	120539456	ZNF143 related (N=27801)
chr2	26916657	26916950	chr2:26916657-26916950	.	.	26916657	26916950	0	1	293	26916655	ZNF143 related (N=27801)
chr11	120280055	120280570	chr11:120280055-120280570	.	.	120280055	120280570	0	1	515	120280054	ZNF143 related (N=27801)
chr2	120730804	120731711	chr2:120730804-120731711	.	.	120730804	120731711	0	1	907	120730803	ZNF143 related (N=27801)
chr13	73310594	73310902	chr13:73310594-73310902	.	.	73310594	73310902	0	1	308	73310587	ZNF143 related (N=27801)
chr17	27769226	27769554	chr17:27769226-27769554	.	.	27769226	27769554	0	1	328	27769224	ZNF143 related (N=27801)
chr17	46903874	46904468	chr17:46903874-46904468	.	.	46903874	46904468	0	1	594	46903870	ZNF143 related (N=27801)
chr6	28480228	28480869	chr6:28480228-28480869	.	.	28480228	28480869	0	1	641	28480226	ZNF143 related (N=27801)
chr10	44003563	44004553	chr10:44003563-44004553	.	.	44003563	44004553	0	1	990	44003559	ZNF143 related (N=27801)
chr11	69580829	69581584	chr11:69580829-69581584	.	.	69580829	69581584	0	1	755	69580823	ZNF143 related (N=27801)
chr10	60419121	60419360	chr10:60419121-60419360	.	.	60419121	60419360	0	1	239	60419115	ZNF143 related (N=27801)
chr8	23207923	23208657	chr8:23207923-23208657	.	.	23207923	23208657	0	1	734	23207921	ZNF143 related (N=27801)
chr18	46198591	46199019	chr18:46198591-46199019	.	.	46198591	46199019	0	1	428	46198587	ZNF143 related (N=27801)
chr6	124857017	124857588	chr6:124857017-124857588	.	.	124857017	124857588	0	1	571	124857016	ZNF143 related (N=27801)
chr8	120100934	120101538	chr8:120100934-120101538	.	.	120100934	120101538	0	1	604	120100933	ZNF143 related (N=27801)
chr9	63757132	63757500	chr9:63757132-63757500	.	.	63757132	63757500	0	1	368	63757126	ZNF143 related (N=27801)
chr7	80027041	80027436	chr7:80027041-80027436	.	.	80027041	80027436	0	1	395	80027033	ZNF143 related (N=27801)
chr11	58307113	58307862	chr11:58307113-58307862	.	.	58307113	58307862	0	1	749	58307108	ZNF143 related (N=27801)
chr10	77517075	77517595	chr10:77517075-77517595	.	.	77517075	77517595	0	1	520	77517068	ZNF143 related (N=27801)
chr13	98890143	98891122	chr13:98890143-98891122	.	.	98890143	98891122	0	1	979	98890134	ZNF143 related (N=27801)
chr17	10840363	10840859	chr17:10840363-10840859	.	.	10840363	10840859	0	1	496	10840362	ZNF143 related (N=27801)
chr8	111643406	111644040	chr8:111643406-111644040	.	.	111643406	111644040	0	1	634	111643405	ZNF143 related (N=27801)
chr5	36464879	36465758	chr5:36464879-36465758	.	.	36464879	36465758	0	1	879	36464876	ZNF143 related (N=27801)
chr13	54054751	54055896	chr13:54054751-54055896	.	.	54054751	54055896	0	1	1145	54054746	ZNF143 related (N=27801)
chr11	116623906	116624399	chr11:116623906-116624399	.	.	116623906	116624399	0	1	493	116623905	ZNF143 related (N=27801)
chr10	121350781	121351607	chr10:121350781-121351607	.	.	121350781	121351607	0	1	826	121350780	ZNF143 related (N=27801)
chr2	32779065	32779511	chr2:32779065-32779511	.	.	32779065	32779511	0	1	446	32779062	ZNF143 related (N=27801)
chr5	136046050	136046343	chr5:136046050-136046343	.	.	136046050	136046343	0	1	293	136046049	ZNF143 related (N=27801)
chr11	103170533	103171467	chr11:103170533-103171467	.	.	103170533	103171467	0	1	934	103170532	ZNF143 related (N=27801)
chr8	106561011	106561451	chr8:106561011-106561451	.	.	106561011	106561451	0	1	440	106561010	ZNF143 related (N=27801)
chr1	136624677	136625415	chr1:136624677-136625415	.	.	136624677	136625415	0	1	738	136624676	ZNF143 related (N=27801)
chr14	30625741	30626636	chr14:30625741-30626636	.	.	30625741	30626636	0	1	895	30625738	ZNF143 related (N=27801)
chr11	97781803	97782417	chr11:97781803-97782417	.	.	97781803	97782417	0	1	614	97781794	ZNF143 related (N=27801)
chr9	95405366	95405808	chr9:95405366-95405808	.	.	95405366	95405808	0	1	442	95405357	ZNF143 related (N=27801)
chr5	91962486	91963211	chr5:91962486-91963211	.	.	91962486	91963211	0	1	725	91962477	ZNF143 related (N=27801)
chr11	20542455	20543099	chr11:20542455-20543099	.	.	20542455	20543099	0	1	644	20542453	ZNF143 related (N=27801)
chr8	22859528	22860208	chr8:22859528-22860208	.	.	22859528	22860208	0	1	680	22859526	ZNF143 related (N=27801)
chr7	80198149	80199214	chr7:80198149-80199214	.	.	80198149	80199214	0	1	1065	80198141	ZNF143 related (N=27801)
chr7	19669433	19669745	chr7:19669433-19669745	.	.	19669433	19669745	0	1	312	19669432	ZNF143 related (N=27801)
chr18	35653453	35653816	chr18:35653453-35653816	.	.	35653453	35653816	0	1	363	35653450	ZNF143 related (N=27801)
chr5	36582023	36582462	chr5:36582023-36582462	.	.	36582023	36582462	0	1	439	36582020	ZNF143 related (N=27801)
chr8	69716432	69717136	chr8:69716432-69717136	.	.	69716432	69717136	0	1	704	69716426	ZNF143 related (N=27801)
chr17	86962866	86963812	chr17:86962866-86963812	.	.	86962866	86963812	0	1	946	86962858	ZNF143 related (N=27801)
chr4	46389243	46389683	chr4:46389243-46389683	.	.	46389243	46389683	0	1	440	46389239	ZNF143 related (N=27801)
chr1	34842572	34843170	chr1:34842572-34843170	.	.	34842572	34843170	0	1	598	34842569	ZNF143 related (N=27801)
chr17	87571664	87571958	chr17:87571664-87571958	.	.	87571664	87571958	0	1	294	87571656	ZNF143 related (N=27801)
chr10	94147561	94148395	chr10:94147561-94148395	.	.	94147561	94148395	0	1	834	94147552	ZNF143 related (N=27801)
chr10	67096286	67097225	chr10:67096286-67097225	.	.	67096286	67097225	0	1	939	67096280	ZNF143 related (N=27801)
chr7	28766781	28767012	chr7:28766781-28767012	.	.	28766781	28767012	0	1	231	28766779	ZNF143 related (N=27801)
chr8	84722895	84723229	chr8:84722895-84723229	.	.	84722895	84723229	0	1	334	84722887	ZNF143 related (N=27801)
chr9	62374798	62374987	chr9:62374798-62374987	.	.	62374798	62374987	0	1	189	62374792	ZNF143 related (N=27801)
chr7	127244027	127244856	chr7:127244027-127244856	.	.	127244027	127244856	0	1	829	127244026	ZNF143 related (N=27801)
chr4	115057629	115058074	chr4:115057629-115058074	.	.	115057629	115058074	0	1	445	115057628	ZNF143 related (N=27801)
chr14	31130810	31131648	chr14:31130810-31131648	.	.	31130810	31131648	0	1	838	31130807	ZNF143 related (N=27801)
chr7	127614584	127615137	chr7:127614584-127615137	.	.	127614584	127615137	0	1	553	127614583	ZNF143 related (N=27801)
chr3	84582126	84582857	chr3:84582126-84582857	.	.	84582126	84582857	0	1	731	84582118	ZNF143 related (N=27801)
chr10	19850544	19851076	chr10:19850544-19851076	.	.	19850544	19851076	0	1	532	19850543	ZNF143 related (N=27801)
chr11	60222745	60223299	chr11:60222745-60223299	.	.	60222745	60223299	0	1	554	60222739	ZNF143 related (N=27801)
chr5	115631375	115632037	chr5:115631375-115632037	.	.	115631375	115632037	0	1	662	115631374	ZNF143 related (N=27801)
chr5	124483169	124483683	chr5:124483169-124483683	.	.	124483169	124483683	0	1	514	124483168	ZNF143 related (N=27801)
chr5	92137613	92138499	chr5:92137613-92138499	.	.	92137613	92138499	0	1	886	92137604	ZNF143 related (N=27801)
chr1	156673578	156674657	chr1:156673578-156674657	.	.	156673578	156674657	0	1	1079	156673577	ZNF143 related (N=27801)
chr4	138304079	138304482	chr4:138304079-138304482	.	.	138304079	138304482	0	1	403	138304078	ZNF143 related (N=27801)
chr2	26360054	26360783	chr2:26360054-26360783	.	.	26360054	26360783	0	1	729	26360052	ZNF143 related (N=27801)
chr17	47629327	47630175	chr17:47629327-47630175	.	.	47629327	47630175	0	1	848	47629323	ZNF143 related (N=27801)
chr17	12318115	12319112	chr17:12318115-12319112	.	.	12318115	12319112	0	1	997	12318114	ZNF143 related (N=27801)
chr10	81316416	81317181	chr10:81316416-81317181	.	.	81316416	81317181	0	1	765	81316408	ZNF143 related (N=27801)
chr7	27507822	27508131	chr7:27507822-27508131	.	.	27507822	27508131	0	1	309	27507820	ZNF143 related (N=27801)
chr2	181458569	181459429	chr2:181458569-181459429	.	.	181458569	181459429	0	1	860	181458568	ZNF143 related (N=27801)
chr4	97751047	97752154	chr4:97751047-97752154	.	.	97751047	97752154	0	1	1107	97751038	ZNF143 related (N=27801)
chr3	79629039	79629639	chr3:79629039-79629639	.	.	79629039	79629639	0	1	600	79629032	ZNF143 related (N=27801)
chr15	78320859	78321258	chr15:78320859-78321258	.	.	78320859	78321258	0	1	399	78320852	ZNF143 related (N=27801)
chr4	139858515	139858949	chr4:139858515-139858949	.	.	139858515	139858949	0	1	434	139858514	ZNF143 related (N=27801)
chr11	76494483	76495296	chr11:76494483-76495296	.	.	76494483	76495296	0	1	813	76494476	ZNF143 related (N=27801)
chr17	25985058	25985932	chr17:25985058-25985932	.	.	25985058	25985932	0	1	874	25985056	ZNF143 related (N=27801)
chr2	27017613	27018127	chr2:27017613-27018127	.	.	27017613	27018127	0	1	514	27017611	ZNF143 related (N=27801)
chr11	119942437	119942695	chr11:119942437-119942695	.	.	119942437	119942695	0	1	258	119942436	ZNF143 related (N=27801)
chr10	69212553	69213670	chr10:69212553-69213670	.	.	69212553	69213670	0	1	1117	69212547	ZNF143 related (N=27801)
chr7	19664644	19665057	chr7:19664644-19665057	.	.	19664644	19665057	0	1	413	19664643	ZNF143 related (N=27801)
chr11	46436859	46437430	chr11:46436859-46437430	.	.	46436859	46437430	0	1	571	46436855	ZNF143 related (N=27801)
chr5	146832828	146833451	chr5:146832828-146833451	.	.	146832828	146833451	0	1	623	146832827	ZNF143 related (N=27801)
chr19	54045348	54045658	chr19:54045348-54045658	.	.	54045348	54045658	0	1	310	54045343	ZNF143 related (N=27801)
chr7	127232834	127233535	chr7:127232834-127233535	.	.	127232834	127233535	0	1	701	127232833	ZNF143 related (N=27801)
chr9	107533933	107534774	chr9:107533933-107534774	.	.	107533933	107534774	0	1	841	107533932	ZNF143 related (N=27801)
chr8	47991049	47991381	chr8:47991049-47991381	.	.	47991049	47991381	0	1	332	47991045	ZNF143 related (N=27801)
chr2	83724186	83724992	chr2:83724186-83724992	.	.	83724186	83724992	0	1	806	83724178	ZNF143 related (N=27801)
chr11	117317462	117318300	chr11:117317462-117318300	.	.	117317462	117318300	0	1	838	117317461	ZNF143 related (N=27801)
chr2	18056370	18056650	chr2:18056370-18056650	.	.	18056370	18056650	0	1	280	18056369	ZNF143 related (N=27801)
chr10	80014480	80015184	chr10:80014480-80015184	.	.	80014480	80015184	0	1	704	80014472	ZNF143 related (N=27801)
chr7	16895055	16895382	chr7:16895055-16895382	.	.	16895055	16895382	0	1	327	16895054	ZNF143 related (N=27801)
chr7	142894701	142895583	chr7:142894701-142895583	.	.	142894701	142895583	0	1	882	142894700	ZNF143 related (N=27801)
chr3	90051744	90052562	chr3:90051744-90052562	.	.	90051744	90052562	0	1	818	90051735	ZNF143 related (N=27801)
chr17	34849690	34849990	chr17:34849690-34849990	.	.	34849690	34849990	0	1	300	34849687	ZNF143 related (N=27801)
chr8	123982335	123983264	chr8:123982335-123983264	.	.	123982335	123983264	0	1	929	123982334	ZNF143 related (N=27801)
chr18	65430388	65430588	chr18:65430388-65430588	.	.	65430388	65430588	0	1	200	65430382	ZNF143 related (N=27801)
chr16	23127744	23128201	chr16:23127744-23128201	.	.	23127744	23128201	0	1	457	23127742	ZNF143 related (N=27801)
chr4	134128403	134128991	chr4:134128403-134128991	.	.	134128403	134128991	0	1	588	134128402	ZNF143 related (N=27801)
chr9	45122368	45122706	chr9:45122368-45122706	.	.	45122368	45122706	0	1	338	45122364	ZNF143 related (N=27801)
chr15	102279048	102279838	chr15:102279048-102279838	.	.	102279048	102279838	0	1	790	102279047	ZNF143 related (N=27801)
chr11	30771474	30772353	chr11:30771474-30772353	.	.	30771474	30772353	0	1	879	30771471	ZNF143 related (N=27801)
chr6	125136823	125137921	chr6:125136823-125137921	.	.	125136823	125137921	0	1	1098	125136822	ZNF143 related (N=27801)
chr5	41843753	41844590	chr5:41843753-41844590	.	.	41843753	41844590	0	1	837	41843749	ZNF143 related (N=27801)
chr2	32631805	32632703	chr2:32631805-32632703	.	.	32631805	32632703	0	1	898	32631802	ZNF143 related (N=27801)
chr11	103271902	103272315	chr11:103271902-103272315	.	.	103271902	103272315	0	1	413	103271901	ZNF143 related (N=27801)
chr11	116221646	116222652	chr11:116221646-116222652	.	.	116221646	116222652	0	1	1006	116221645	ZNF143 related (N=27801)
chr4	3678348	3678889	chr4:3678348-3678889	.	.	3678348	3678889	0	1	541	3678345	ZNF143 related (N=27801)
chr8	70820581	70820825	chr8:70820581-70820825	.	.	70820581	70820825	0	1	244	70820574	ZNF143 related (N=27801)
chr12	110976582	110977524	chr12:110976582-110977524	.	.	110976582	110977524	0	1	942	110976581	ZNF143 related (N=27801)
chr2	93226842	93227169	chr2:93226842-93227169	.	.	93226842	93227169	0	1	327	93226833	ZNF143 related (N=27801)
chr9	77917446	77918057	chr9:77917446-77918057	.	.	77917446	77918057	0	1	611	77917439	ZNF143 related (N=27801)
chr11	80300847	80301234	chr11:80300847-80301234	.	.	80300847	80301234	0	1	387	80300839	ZNF143 related (N=27801)
chr16	17891023	17891846	chr16:17891023-17891846	.	.	17891023	17891846	0	1	823	17891022	ZNF143 related (N=27801)
chr17	74295224	74295800	chr17:74295224-74295800	.	.	74295224	74295800	0	1	576	74295217	ZNF143 related (N=27801)
chr7	44496083	44496974	chr7:44496083-44496974	.	.	44496083	44496974	0	1	891	44496079	ZNF143 related (N=27801)
chr2	101678260	101678893	chr2:101678260-101678893	.	.	101678260	101678893	0	1	633	101678259	ZNF143 related (N=27801)
chr16	84834477	84834723	chr16:84834477-84834723	.	.	84834477	84834723	0	1	246	84834469	ZNF143 related (N=27801)
chr7	27653921	27655150	chr7:27653921-27655150	.	.	27653921	27655150	0	1	1229	27653919	ZNF143 related (N=27801)
chr10	19591867	19592397	chr10:19591867-19592397	.	.	19591867	19592397	0	1	530	19591866	ZNF143 related (N=27801)
chr4	46614823	46615256	chr4:46614823-46615256	.	.	46614823	46615256	0	1	433	46614819	ZNF143 related (N=27801)
chr1	180976108	180976665	chr1:180976108-180976665	.	.	180976108	180976665	0	1	557	180976107	ZNF143 related (N=27801)
chr1	9545270	9546226	chr1:9545270-9546226	.	.	9545270	9546226	0	1	956	9545261	ZNF143 related (N=27801)
chr4	43381569	43382354	chr4:43381569-43382354	.	.	43381569	43382354	0	1	785	43381565	ZNF143 related (N=27801)
